Country_Code,Country,Region,Year,Indicator_Name,Indicator_Code,Value,Source
KEN,Kenya,Africa,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.04574892454155,World Bank
KEN,Kenya,Africa,2020,GNI per Capita,NY.GNP.PCAP.CD,1910.0,World Bank
KEN,Kenya,Africa,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,147160000.0,World Bank
KEN,Kenya,Africa,2020,Population,SP.POP.TOTL,52217334.0,World Bank
KEN,Kenya,Africa,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.89040202257195,World Bank
KEN,Kenya,Africa,2021,GNI per Capita,NY.GNP.PCAP.CD,2070.0,World Bank
KEN,Kenya,Africa,2021,Population,SP.POP.TOTL,53219166.0,World Bank
KEN,Kenya,Africa,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.51101801829815,World Bank
KEN,Kenya,Africa,2022,GNI per Capita,NY.GNP.PCAP.CD,2170.0,World Bank
KEN,Kenya,Africa,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,155600000.0,World Bank
KEN,Kenya,Africa,2022,Population,SP.POP.TOTL,54252461.0,World Bank
KEN,Kenya,Africa,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.96229304413263,World Bank
KEN,Kenya,Africa,2023,GNI per Capita,NY.GNP.PCAP.CD,2110.0,World Bank
KEN,Kenya,Africa,2023,Population,SP.POP.TOTL,55339003.0,World Bank
KEN,Kenya,Africa,2024,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.02242346098974,World Bank
KEN,Kenya,Africa,2024,GNI per Capita,NY.GNP.PCAP.CD,2090.0,World Bank
KEN,Kenya,Africa,2024,Population,SP.POP.TOTL,56432944.0,World Bank
LBN,Lebanon,Middle East,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.6165251225734,World Bank
LBN,Lebanon,Middle East,2018,GNI per Capita,NY.GNP.PCAP.CD,8700.0,World Bank
LBN,Lebanon,Middle East,2018,Population,SP.POP.TOTL,5984119.0,World Bank
LBN,Lebanon,Middle East,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.51957250612723,World Bank
LBN,Lebanon,Middle East,2019,GNI per Capita,NY.GNP.PCAP.CD,8630.0,World Bank
LBN,Lebanon,Middle East,2019,Population,SP.POP.TOTL,5794594.0,World Bank
LBN,Lebanon,Middle East,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.4354185601396,World Bank
LBN,Lebanon,Middle East,2020,GNI per Capita,NY.GNP.PCAP.CD,6350.0,World Bank
LBN,Lebanon,Middle East,2020,Population,SP.POP.TOTL,5702398.0,World Bank
LBN,Lebanon,Middle East,2021,GNI per Capita,NY.GNP.PCAP.CD,4770.0,World Bank
LBN,Lebanon,Middle East,2021,Population,SP.POP.TOTL,5718122.0,World Bank
LBN,Lebanon,Middle East,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,1.33151427628711,World Bank
LBN,Lebanon,Middle East,2022,GNI per Capita,NY.GNP.PCAP.CD,4130.0,World Bank
LBN,Lebanon,Middle East,2022,Population,SP.POP.TOTL,5744489.0,World Bank
LBN,Lebanon,Middle East,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,1.50416361108086,World Bank
LBN,Lebanon,Middle East,2023,GNI per Capita,NY.GNP.PCAP.CD,3700.0,World Bank
LBN,Lebanon,Middle East,2023,Population,SP.POP.TOTL,5773493.0,World Bank
LBN,Lebanon,Middle East,2024,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,1.22490869993085,World Bank
LBN,Lebanon,Middle East,2024,Population,SP.POP.TOTL,5805962.0,World Bank
MYS,Malaysia,Asia,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.47865009307861,World Bank
MYS,Malaysia,Asia,2018,GNI per Capita,NY.GNP.PCAP.CD,10200.0,World Bank
MYS,Malaysia,Asia,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,143250000.0,World Bank
MYS,Malaysia,Asia,2018,Population,SP.POP.TOTL,32910967.0,World Bank
MYS,Malaysia,Asia,2018,Railway Infrastructure,IS.RRS.TOTL.KM,1655.0,World Bank
MYS,Malaysia,Asia,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.15776014328003,World Bank
MYS,Malaysia,Asia,2019,GNI per Capita,NY.GNP.PCAP.CD,10750.0,World Bank
MYS,Malaysia,Asia,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,95030000.0,World Bank
MYS,Malaysia,Asia,2019,Population,SP.POP.TOTL,33440596.0,World Bank
MYS,Malaysia,Asia,2019,Railway Infrastructure,IS.RRS.TOTL.KM,1655.0,World Bank
MYS,Malaysia,Asia,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.91176009178162,World Bank
MYS,Malaysia,Asia,2020,GNI per Capita,NY.GNP.PCAP.CD,10110.0,World Bank
MYS,Malaysia,Asia,2020,Population,SP.POP.TOTL,33889558.0,World Bank
MYS,Malaysia,Asia,2020,Railway Infrastructure,IS.RRS.TOTL.KM,1655.0,World Bank
MYS,Malaysia,Asia,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.26109393398867,World Bank
MYS,Malaysia,Asia,2021,GNI per Capita,NY.GNP.PCAP.CD,10520.0,World Bank
MYS,Malaysia,Asia,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1331500000.0,World Bank
MYS,Malaysia,Asia,2021,Population,SP.POP.TOTL,34282399.0,World Bank
MYS,Malaysia,Asia,2021,Railway Infrastructure,IS.RRS.TOTL.KM,1655.0,World Bank
MYS,Malaysia,Asia,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.49933781956284,World Bank
MYS,Malaysia,Asia,2022,GNI per Capita,NY.GNP.PCAP.CD,11620.0,World Bank
MYS,Malaysia,Asia,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,47660000.0,World Bank
MYS,Malaysia,Asia,2022,Population,SP.POP.TOTL,34695493.0,World Bank
MYS,Malaysia,Asia,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.51480007171631,World Bank
MYS,Malaysia,Asia,2023,GNI per Capita,NY.GNP.PCAP.CD,11700.0,World Bank
MYS,Malaysia,Asia,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,130790000.0,World Bank
MYS,Malaysia,Asia,2023,Population,SP.POP.TOTL,35126298.0,World Bank
MYS,Malaysia,Asia,2024,GNI per Capita,NY.GNP.PCAP.CD,11650.0,World Bank
MYS,Malaysia,Asia,2024,Population,SP.POP.TOTL,35557673.0,World Bank
MEX,Mexico,Latin America,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.13945007324219,World Bank
MEX,Mexico,Latin America,2018,GNI per Capita,NY.GNP.PCAP.CD,9560.0,World Bank
MEX,Mexico,Latin America,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,3597650000.0,World Bank
MEX,Mexico,Latin America,2018,Population,SP.POP.TOTL,124573711.0,World Bank
MEX,Mexico,Latin America,2019,GNI per Capita,NY.GNP.PCAP.CD,9860.0,World Bank
MEX,Mexico,Latin America,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,2717210000.0,World Bank
MEX,Mexico,Latin America,2019,Population,SP.POP.TOTL,125762982.0,World Bank
MEX,Mexico,Latin America,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.49967002868652,World Bank
MEX,Mexico,Latin America,2020,GNI per Capita,NY.GNP.PCAP.CD,8920.0,World Bank
MEX,Mexico,Latin America,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,4211500000.0,World Bank
MEX,Mexico,Latin America,2020,Population,SP.POP.TOTL,126799054.0,World Bank
MEX,Mexico,Latin America,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.23823022842407,World Bank
MEX,Mexico,Latin America,2021,GNI per Capita,NY.GNP.PCAP.CD,9880.0,World Bank
MEX,Mexico,Latin America,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,448460000.0,World Bank
MEX,Mexico,Latin America,2021,Population,SP.POP.TOTL,127648148.0,World Bank
MEX,Mexico,Latin America,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.0658597946167,World Bank
MEX,Mexico,Latin America,2022,GNI per Capita,NY.GNP.PCAP.CD,10730.0,World Bank
MEX,Mexico,Latin America,2022,Population,SP.POP.TOTL,128613117.0,World Bank
MEX,Mexico,Latin America,2023,GNI per Capita,NY.GNP.PCAP.CD,12020.0,World Bank
MEX,Mexico,Latin America,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,14650000.0,World Bank
MEX,Mexico,Latin America,2023,Population,SP.POP.TOTL,129739759.0,World Bank
MEX,Mexico,Latin America,2024,GNI per Capita,NY.GNP.PCAP.CD,12850.0,World Bank
MEX,Mexico,Latin America,2024,Population,SP.POP.TOTL,130861007.0,World Bank
NGA,Nigeria,Africa,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,0.419998493796127,World Bank
NGA,Nigeria,Africa,2018,GNI per Capita,NY.GNP.PCAP.CD,1950.0,World Bank
NGA,Nigeria,Africa,2018,Population,SP.POP.TOTL,204938755.0,World Bank
NGA,Nigeria,Africa,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,0.358479005206684,World Bank
NGA,Nigeria,Africa,2019,GNI per Capita,NY.GNP.PCAP.CD,2260.0,World Bank
NGA,Nigeria,Africa,2019,Population,SP.POP.TOTL,209485641.0,World Bank
NGA,Nigeria,Africa,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,0.35963763718498,World Bank
NGA,Nigeria,Africa,2020,GNI per Capita,NY.GNP.PCAP.CD,2460.0,World Bank
NGA,Nigeria,Africa,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,2600000000.0,World Bank
NGA,Nigeria,Africa,2020,Population,SP.POP.TOTL,213996181.0,World Bank
NGA,Nigeria,Africa,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,0.381919104397325,World Bank
NGA,Nigeria,Africa,2021,GNI per Capita,NY.GNP.PCAP.CD,2860.0,World Bank
NGA,Nigeria,Africa,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,40000000.0,World Bank
NGA,Nigeria,Africa,2021,Population,SP.POP.TOTL,218529286.0,World Bank
NGA,Nigeria,Africa,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,0.348516707890877,World Bank
NGA,Nigeria,Africa,2022,GNI per Capita,NY.GNP.PCAP.CD,2930.0,World Bank
NGA,Nigeria,Africa,2022,Population,SP.POP.TOTL,223150896.0,World Bank
NGA,Nigeria,Africa,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,0.319069049792343,World Bank
NGA,Nigeria,Africa,2023,GNI per Capita,NY.GNP.PCAP.CD,2590.0,World Bank
NGA,Nigeria,Africa,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,116000000.0,World Bank
NGA,Nigeria,Africa,2023,Population,SP.POP.TOTL,227882945.0,World Bank
NGA,Nigeria,Africa,2024,GNI per Capita,NY.GNP.PCAP.CD,1700.0,World Bank
NGA,Nigeria,Africa,2024,Population,SP.POP.TOTL,232679478.0,World Bank
PER,Peru,Latin America,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.71392011642456,World Bank
PER,Peru,Latin America,2018,GNI per Capita,NY.GNP.PCAP.CD,6500.0,World Bank
PER,Peru,Latin America,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,311200000.0,World Bank
PER,Peru,Latin America,2018,Population,SP.POP.TOTL,31897584.0,World Bank
PER,Peru,Latin America,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.822429895401,World Bank
PER,Peru,Latin America,2019,GNI per Capita,NY.GNP.PCAP.CD,6850.0,World Bank
PER,Peru,Latin America,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,54000000.0,World Bank
PER,Peru,Latin America,2019,Population,SP.POP.TOTL,32449303.0,World Bank
PER,Peru,Latin America,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.25937986373901,World Bank
PER,Peru,Latin America,2020,GNI per Capita,NY.GNP.PCAP.CD,6080.0,World Bank
PER,Peru,Latin America,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,100000000.0,World Bank
PER,Peru,Latin America,2020,Population,SP.POP.TOTL,32838579.0,World Bank
PER,Peru,Latin America,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.92721009254456,World Bank
PER,Peru,Latin America,2021,GNI per Capita,NY.GNP.PCAP.CD,6550.0,World Bank
PER,Peru,Latin America,2021,Population,SP.POP.TOTL,33155882.0,World Bank
PER,Peru,Latin America,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.83315992355347,World Bank
PER,Peru,Latin America,2022,GNI per Capita,NY.GNP.PCAP.CD,6920.0,World Bank
PER,Peru,Latin America,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,868400000.0,World Bank
PER,Peru,Latin America,2022,Population,SP.POP.TOTL,33475438.0,World Bank
PER,Peru,Latin America,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.23516988754272,World Bank
PER,Peru,Latin America,2023,GNI per Capita,NY.GNP.PCAP.CD,7080.0,World Bank
PER,Peru,Latin America,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1787600000.0,World Bank
PER,Peru,Latin America,2023,Population,SP.POP.TOTL,33845617.0,World Bank
PER,Peru,Latin America,2024,GNI per Capita,NY.GNP.PCAP.CD,7500.0,World Bank
PER,Peru,Latin America,2024,Population,SP.POP.TOTL,34217848.0,World Bank
PHL,Philippines,Asia,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.85502760745456,World Bank
PHL,Philippines,Asia,2018,GNI per Capita,NY.GNP.PCAP.CD,3610.0,World Bank
PHL,Philippines,Asia,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,19120000.0,World Bank
PHL,Philippines,Asia,2018,Population,SP.POP.TOTL,109465287.0,World Bank
PHL,Philippines,Asia,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.40748649142134,World Bank
PHL,Philippines,Asia,2019,GNI per Capita,NY.GNP.PCAP.CD,3760.0,World Bank
PHL,Philippines,Asia,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,52500000.0,World Bank
PHL,Philippines,Asia,2019,Population,SP.POP.TOTL,110804683.0,World Bank
PHL,Philippines,Asia,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.85829051308063,World Bank
PHL,Philippines,Asia,2020,GNI per Capita,NY.GNP.PCAP.CD,3350.0,World Bank
PHL,Philippines,Asia,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,59610000.0,World Bank
PHL,Philippines,Asia,2020,Population,SP.POP.TOTL,112081264.0,World Bank
PHL,Philippines,Asia,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.87249754784633,World Bank
PHL,Philippines,Asia,2021,GNI per Capita,NY.GNP.PCAP.CD,3570.0,World Bank
PHL,Philippines,Asia,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,401710000.0,World Bank
PHL,Philippines,Asia,2021,Population,SP.POP.TOTL,113100950.0,World Bank
PHL,Philippines,Asia,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.57960089528426,World Bank
PHL,Philippines,Asia,2022,GNI per Capita,NY.GNP.PCAP.CD,4010.0,World Bank
PHL,Philippines,Asia,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,245180000.0,World Bank
PHL,Philippines,Asia,2022,Population,SP.POP.TOTL,113964338.0,World Bank
PHL,Philippines,Asia,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.6236863467978,World Bank
PHL,Philippines,Asia,2023,GNI per Capita,NY.GNP.PCAP.CD,4320.0,World Bank
PHL,Philippines,Asia,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,2081560000.0,World Bank
PHL,Philippines,Asia,2023,Population,SP.POP.TOTL,114891199.0,World Bank
PHL,Philippines,Asia,2024,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.92501087473821,World Bank
PHL,Philippines,Asia,2024,GNI per Capita,NY.GNP.PCAP.CD,4470.0,World Bank
PHL,Philippines,Asia,2024,Population,SP.POP.TOTL,115843670.0,World Bank
POL,Poland,Europe,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.55985021591187,World Bank
POL,Poland,Europe,2018,GNI per Capita,NY.GNP.PCAP.CD,14310.0,World Bank
POL,Poland,Europe,2018,Population,SP.POP.TOTL,37974750.0,World Bank
POL,Poland,Europe,2018,Railway Infrastructure,IS.RRS.TOTL.KM,18536.0,World Bank
POL,Poland,Europe,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.62736988067627,World Bank
POL,Poland,Europe,2019,GNI per Capita,NY.GNP.PCAP.CD,15510.0,World Bank
POL,Poland,Europe,2019,Population,SP.POP.TOTL,37965475.0,World Bank
POL,Poland,Europe,2019,Railway Infrastructure,IS.RRS.TOTL.KM,18538.0,World Bank
POL,Poland,Europe,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.80081987380981,World Bank
POL,Poland,Europe,2020,GNI per Capita,NY.GNP.PCAP.CD,15640.0,World Bank
POL,Poland,Europe,2020,Population,SP.POP.TOTL,37515748.0,World Bank
POL,Poland,Europe,2020,Railway Infrastructure,IS.RRS.TOTL.KM,18611.0,World Bank
POL,Poland,Europe,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.61998987197876,World Bank
POL,Poland,Europe,2021,GNI per Capita,NY.GNP.PCAP.CD,17470.0,World Bank
POL,Poland,Europe,2021,Population,SP.POP.TOTL,36981559.0,World Bank
POL,Poland,Europe,2021,Railway Infrastructure,IS.RRS.TOTL.KM,18620.0,World Bank
POL,Poland,Europe,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.31372976303101,World Bank
POL,Poland,Europe,2022,GNI per Capita,NY.GNP.PCAP.CD,19110.0,World Bank
POL,Poland,Europe,2022,Population,SP.POP.TOTL,36821749.0,World Bank
POL,Poland,Europe,2023,GNI per Capita,NY.GNP.PCAP.CD,19890.0,World Bank
POL,Poland,Europe,2023,Population,SP.POP.TOTL,36687353.0,World Bank
POL,Poland,Europe,2024,GNI per Capita,NY.GNP.PCAP.CD,21590.0,World Bank
POL,Poland,Europe,2024,Population,SP.POP.TOTL,36559233.0,World Bank
ROU,Romania,Europe,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.31710004806519,World Bank
ROU,Romania,Europe,2018,GNI per Capita,NY.GNP.PCAP.CD,11490.0,World Bank
ROU,Romania,Europe,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,114600000.0,World Bank
ROU,Romania,Europe,2018,Population,SP.POP.TOTL,19473970.0,World Bank
ROU,Romania,Europe,2018,Railway Infrastructure,IS.RRS.TOTL.KM,10765.0,World Bank
ROU,Romania,Europe,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.55761003494263,World Bank
ROU,Romania,Europe,2019,GNI per Capita,NY.GNP.PCAP.CD,12660.0,World Bank
ROU,Romania,Europe,2019,Population,SP.POP.TOTL,19371648.0,World Bank
ROU,Romania,Europe,2019,Railway Infrastructure,IS.RRS.TOTL.KM,10759.0,World Bank
ROU,Romania,Europe,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.57969999313354,World Bank
ROU,Romania,Europe,2020,GNI per Capita,NY.GNP.PCAP.CD,12720.0,World Bank
ROU,Romania,Europe,2020,Population,SP.POP.TOTL,19265250.0,World Bank
ROU,Romania,Europe,2020,Railway Infrastructure,IS.RRS.TOTL.KM,10769.0,World Bank
ROU,Romania,Europe,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.31561994552612,World Bank
ROU,Romania,Europe,2021,GNI per Capita,NY.GNP.PCAP.CD,14180.0,World Bank
ROU,Romania,Europe,2021,Population,SP.POP.TOTL,19122059.0,World Bank
ROU,Romania,Europe,2021,Railway Infrastructure,IS.RRS.TOTL.KM,10769.0,World Bank
ROU,Romania,Europe,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.2788200378418,World Bank
ROU,Romania,Europe,2022,GNI per Capita,NY.GNP.PCAP.CD,15390.0,World Bank
ROU,Romania,Europe,2022,Population,SP.POP.TOTL,19048502.0,World Bank
ROU,Romania,Europe,2023,GNI per Capita,NY.GNP.PCAP.CD,16590.0,World Bank
ROU,Romania,Europe,2023,Population,SP.POP.TOTL,19061062.0,World Bank
ROU,Romania,Europe,2024,GNI per Capita,NY.GNP.PCAP.CD,17600.0,World Bank
ROU,Romania,Europe,2024,Population,SP.POP.TOTL,19051804.0,World Bank
ZAF,South Africa,Africa,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.64401006698608,World Bank
ZAF,South Africa,Africa,2018,GNI per Capita,NY.GNP.PCAP.CD,6250.0,World Bank
ZAF,South Africa,Africa,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,4316240000.0,World Bank
ZAF,South Africa,Africa,2018,Population,SP.POP.TOTL,58613001.0,World Bank
ZAF,South Africa,Africa,2018,Railway Infrastructure,IS.RRS.TOTL.KM,20953.0,World Bank
ZAF,South Africa,Africa,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.9115800857544,World Bank
ZAF,South Africa,Africa,2019,GNI per Capita,NY.GNP.PCAP.CD,6570.0,World Bank
ZAF,South Africa,Africa,2019,Population,SP.POP.TOTL,59587885.0,World Bank
ZAF,South Africa,Africa,2019,Railway Infrastructure,IS.RRS.TOTL.KM,20953.0,World Bank
ZAF,South Africa,Africa,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,6.17067003250122,World Bank
ZAF,South Africa,Africa,2020,GNI per Capita,NY.GNP.PCAP.CD,5930.0,World Bank
ZAF,South Africa,Africa,2020,Population,SP.POP.TOTL,60562381.0,World Bank
ZAF,South Africa,Africa,2020,Railway Infrastructure,IS.RRS.TOTL.KM,20953.0,World Bank
ZAF,South Africa,Africa,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,6.5551700592041,World Bank
ZAF,South Africa,Africa,2021,GNI per Capita,NY.GNP.PCAP.CD,6320.0,World Bank
ZAF,South Africa,Africa,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,826300000.0,World Bank
ZAF,South Africa,Africa,2021,Population,SP.POP.TOTL,61502603.0,World Bank
ZAF,South Africa,Africa,2021,Railway Infrastructure,IS.RRS.TOTL.KM,20953.0,World Bank
ZAF,South Africa,Africa,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,6.15599012374878,World Bank
ZAF,South Africa,Africa,2022,GNI per Capita,NY.GNP.PCAP.CD,6530.0,World Bank
ZAF,South Africa,Africa,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1513030000.0,World Bank
ZAF,South Africa,Africa,2022,Population,SP.POP.TOTL,62378410.0,World Bank
ZAF,South Africa,Africa,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,6.12346982955933,World Bank
ZAF,South Africa,Africa,2023,GNI per Capita,NY.GNP.PCAP.CD,6490.0,World Bank
ZAF,South Africa,Africa,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1010200000.0,World Bank
ZAF,South Africa,Africa,2023,Population,SP.POP.TOTL,63212384.0,World Bank
ZAF,South Africa,Africa,2024,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,6.02110004425049,World Bank
ZAF,South Africa,Africa,2024,GNI per Capita,NY.GNP.PCAP.CD,6110.0,World Bank
ZAF,South Africa,Africa,2024,Population,SP.POP.TOTL,64007187.0,World Bank
THA,Thailand,Asia,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.19769395901619,World Bank
THA,Thailand,Asia,2018,GNI per Capita,NY.GNP.PCAP.CD,6430.0,World Bank
THA,Thailand,Asia,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1706020000.0,World Bank
THA,Thailand,Asia,2018,Population,SP.POP.TOTL,71376079.0,World Bank
THA,Thailand,Asia,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.02221411183282,World Bank
THA,Thailand,Asia,2019,GNI per Capita,NY.GNP.PCAP.CD,7060.0,World Bank
THA,Thailand,Asia,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,1653340000.0,World Bank
THA,Thailand,Asia,2019,Population,SP.POP.TOTL,71522271.0,World Bank
THA,Thailand,Asia,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,3.15314171737183,World Bank
THA,Thailand,Asia,2020,GNI per Capita,NY.GNP.PCAP.CD,6900.0,World Bank
THA,Thailand,Asia,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,254800000.0,World Bank
THA,Thailand,Asia,2020,Population,SP.POP.TOTL,71641484.0,World Bank
THA,Thailand,Asia,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.98212428478268,World Bank
THA,Thailand,Asia,2021,GNI per Capita,NY.GNP.PCAP.CD,7090.0,World Bank
THA,Thailand,Asia,2021,Population,SP.POP.TOTL,71727332.0,World Bank
THA,Thailand,Asia,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.61187022798634,World Bank
THA,Thailand,Asia,2022,GNI per Capita,NY.GNP.PCAP.CD,7210.0,World Bank
THA,Thailand,Asia,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,794510000.0,World Bank
THA,Thailand,Asia,2022,Population,SP.POP.TOTL,71735329.0,World Bank
THA,Thailand,Asia,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.52122219628772,World Bank
THA,Thailand,Asia,2023,GNI per Capita,NY.GNP.PCAP.CD,7190.0,World Bank
THA,Thailand,Asia,2023,Population,SP.POP.TOTL,71702435.0,World Bank
THA,Thailand,Asia,2024,GNI per Capita,NY.GNP.PCAP.CD,7100.0,World Bank
THA,Thailand,Asia,2024,Population,SP.POP.TOTL,71668011.0,World Bank
TUR,Turkey,Europe,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.29729986190796,World Bank
TUR,Turkey,Europe,2018,GNI per Capita,NY.GNP.PCAP.CD,10760.0,World Bank
TUR,Turkey,Europe,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,957510000.0,World Bank
TUR,Turkey,Europe,2018,Population,SP.POP.TOTL,81407204.0,World Bank
TUR,Turkey,Europe,2018,Railway Infrastructure,IS.RRS.TOTL.KM,10315.0,World Bank
TUR,Turkey,Europe,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.44776010513306,World Bank
TUR,Turkey,Europe,2019,GNI per Capita,NY.GNP.PCAP.CD,9970.0,World Bank
TUR,Turkey,Europe,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,782950000.0,World Bank
TUR,Turkey,Europe,2019,Population,SP.POP.TOTL,82579440.0,World Bank
TUR,Turkey,Europe,2019,Railway Infrastructure,IS.RRS.TOTL.KM,10378.0,World Bank
